gene	module
TRINITY_DN104264_c0_g1	grey
TRINITY_DN71108_c1_g1	grey
TRINITY_DN6997_c0_g1	turquoise
TRINITY_DN104489_c0_g2	grey
TRINITY_DN3149_c7_g1	blue
TRINITY_DN217365_c0_g1	grey
TRINITY_DN22789_c1_g2	green
TRINITY_DN36108_c0_g1	grey
TRINITY_DN6056_c4_g1	blue
TRINITY_DN76249_c0_g1	turquoise
TRINITY_DN98677_c0_g1	blue
TRINITY_DN40194_c0_g1	blue
TRINITY_DN21469_c1_g1	turquoise
TRINITY_DN207567_c2_g1	blue
TRINITY_DN13698_c0_g1	turquoise
TRINITY_DN13339_c1_g1	blue
TRINITY_DN136834_c0_g2	blue
TRINITY_DN174969_c0_g1	grey
TRINITY_DN116864_c0_g1	turquoise
TRINITY_DN50901_c0_g1	turquoise
TRINITY_DN12876_c0_g1	turquoise
TRINITY_DN52425_c0_g2	blue
TRINITY_DN118322_c0_g1	turquoise
TRINITY_DN91879_c0_g1	yellow
TRINITY_DN127818_c2_g1	grey
TRINITY_DN89962_c0_g1	turquoise
TRINITY_DN124674_c0_g1	blue
TRINITY_DN211050_c0_g1	grey
TRINITY_DN40787_c4_g1	blue
TRINITY_DN59697_c0_g1	turquoise
TRINITY_DN144915_c1_g1	grey
TRINITY_DN3602_c28_g1	grey
TRINITY_DN29964_c3_g1	blue
TRINITY_DN19739_c0_g1	yellow
TRINITY_DN91488_c1_g1	grey
TRINITY_DN10416_c0_g1	brown
TRINITY_DN44256_c2_g1	blue
TRINITY_DN8058_c2_g1	grey
TRINITY_DN133360_c3_g1	turquoise
TRINITY_DN58864_c0_g1	grey
TRINITY_DN122411_c0_g2	grey
TRINITY_DN27956_c0_g1	blue
TRINITY_DN12967_c1_g2	turquoise
TRINITY_DN65934_c1_g1	turquoise
TRINITY_DN53040_c0_g1	turquoise
TRINITY_DN68281_c1_g3	green
TRINITY_DN6488_c8_g1	turquoise
TRINITY_DN30768_c3_g1	grey
TRINITY_DN19033_c0_g3	turquoise
TRINITY_DN65420_c3_g1	blue
TRINITY_DN145043_c0_g1	turquoise
TRINITY_DN6396_c0_g2	blue
TRINITY_DN69188_c2_g1	grey
TRINITY_DN257363_c0_g1	turquoise
TRINITY_DN61985_c0_g4	blue
TRINITY_DN144963_c0_g1	grey
TRINITY_DN78330_c1_g1	grey
TRINITY_DN96288_c0_g1	grey
TRINITY_DN8090_c2_g1	grey
TRINITY_DN27384_c0_g1	turquoise
TRINITY_DN22775_c1_g2	grey
TRINITY_DN2460_c0_g2	grey
TRINITY_DN57918_c0_g3	grey
TRINITY_DN91025_c0_g1	blue
TRINITY_DN7276_c0_g1	blue
TRINITY_DN16107_c0_g2	turquoise
TRINITY_DN1285_c7_g1	grey
TRINITY_DN10704_c0_g1	blue
TRINITY_DN13088_c7_g1	grey
TRINITY_DN16181_c1_g1	grey
TRINITY_DN12630_c4_g1	blue
TRINITY_DN25832_c0_g1	turquoise
TRINITY_DN57703_c0_g1	green
TRINITY_DN89633_c0_g1	blue
TRINITY_DN50194_c0_g1	turquoise
TRINITY_DN1528_c0_g2	turquoise
TRINITY_DN49705_c1_g1	grey
TRINITY_DN152985_c4_g1	blue
TRINITY_DN123787_c0_g1	turquoise
TRINITY_DN27738_c0_g1	grey
TRINITY_DN166793_c0_g1	blue
TRINITY_DN228451_c1_g1	turquoise
TRINITY_DN27421_c7_g1	turquoise
TRINITY_DN19389_c0_g1	turquoise
TRINITY_DN19857_c0_g1	grey
TRINITY_DN135617_c0_g3	grey
TRINITY_DN61793_c0_g2	blue
TRINITY_DN70194_c0_g1	blue
TRINITY_DN124232_c0_g3	blue
TRINITY_DN53183_c0_g1	blue
TRINITY_DN18_c0_g1	turquoise
TRINITY_DN6124_c0_g3	blue
TRINITY_DN10647_c0_g1	grey
TRINITY_DN21591_c2_g1	turquoise
TRINITY_DN151806_c0_g1	turquoise
TRINITY_DN94170_c0_g1	turquoise
TRINITY_DN138276_c0_g1	grey
TRINITY_DN91651_c0_g2	turquoise
TRINITY_DN95130_c1_g1	turquoise
TRINITY_DN10407_c2_g3	brown
TRINITY_DN115907_c0_g1	turquoise
TRINITY_DN108537_c0_g1	blue
TRINITY_DN36224_c0_g2	turquoise
TRINITY_DN71189_c0_g1	blue
TRINITY_DN30353_c0_g1	blue
TRINITY_DN26350_c0_g1	turquoise
TRINITY_DN63708_c1_g1	blue
TRINITY_DN12313_c3_g1	blue
TRINITY_DN5610_c0_g1	yellow
TRINITY_DN98911_c0_g1	grey
TRINITY_DN70646_c0_g1	blue
TRINITY_DN87322_c0_g1	blue
TRINITY_DN175198_c0_g1	turquoise
TRINITY_DN121741_c0_g1	grey
TRINITY_DN3749_c4_g1	green
TRINITY_DN56495_c0_g1	green
TRINITY_DN115080_c0_g1	grey
TRINITY_DN3760_c0_g1	blue
TRINITY_DN53493_c0_g1	turquoise
TRINITY_DN50126_c0_g1	turquoise
TRINITY_DN94519_c0_g2	blue
TRINITY_DN45778_c0_g1	blue
TRINITY_DN52007_c0_g2	turquoise
TRINITY_DN21991_c0_g1	blue
TRINITY_DN32798_c0_g2	turquoise
TRINITY_DN73377_c0_g1	blue
TRINITY_DN28988_c0_g1	grey
TRINITY_DN108115_c0_g1	turquoise
TRINITY_DN39735_c0_g2	turquoise
TRINITY_DN167544_c0_g1	turquoise
TRINITY_DN104062_c0_g1	blue
TRINITY_DN61123_c0_g1	blue
TRINITY_DN74405_c4_g1	turquoise
TRINITY_DN154717_c0_g1	blue
TRINITY_DN2285_c2_g1	brown
TRINITY_DN52855_c0_g1	blue
TRINITY_DN38585_c0_g1	brown
TRINITY_DN2607_c0_g1	blue
TRINITY_DN7476_c0_g1	red
TRINITY_DN105262_c1_g1	brown
TRINITY_DN25299_c1_g1	brown
TRINITY_DN11569_c0_g1	brown
TRINITY_DN63181_c0_g1	brown
TRINITY_DN615_c1_g1	brown
TRINITY_DN7241_c0_g2	turquoise
TRINITY_DN23881_c0_g1	turquoise
TRINITY_DN19414_c0_g1	turquoise
TRINITY_DN8046_c1_g2	brown
TRINITY_DN19664_c0_g1	red
TRINITY_DN77645_c0_g1	brown
TRINITY_DN6625_c0_g1	brown
TRINITY_DN5244_c2_g1	brown
TRINITY_DN37608_c0_g1	blue
TRINITY_DN16556_c3_g1	yellow
TRINITY_DN18353_c0_g1	turquoise
TRINITY_DN34407_c1_g1	turquoise
TRINITY_DN7121_c0_g1	brown
TRINITY_DN21070_c0_g1	turquoise
TRINITY_DN1311_c1_g1	turquoise
TRINITY_DN77277_c0_g1	blue
TRINITY_DN224_c0_g1	turquoise
TRINITY_DN5609_c0_g1	brown
TRINITY_DN18961_c0_g1	yellow
TRINITY_DN25503_c0_g1	red
TRINITY_DN8398_c4_g1	blue
TRINITY_DN128505_c0_g1	turquoise
TRINITY_DN3098_c1_g1	turquoise
TRINITY_DN154482_c0_g1	brown
TRINITY_DN58350_c0_g1	red
TRINITY_DN12799_c0_g1	brown
TRINITY_DN13476_c0_g1	brown
TRINITY_DN19506_c0_g1	brown
TRINITY_DN5462_c2_g1	yellow
TRINITY_DN164701_c1_g1	blue
TRINITY_DN9590_c1_g1	brown
TRINITY_DN522_c4_g1	brown
TRINITY_DN3669_c0_g1	red
TRINITY_DN92959_c0_g1	turquoise
TRINITY_DN166993_c0_g1	blue
TRINITY_DN186_c23_g1	turquoise
TRINITY_DN20585_c0_g2	turquoise
TRINITY_DN16947_c1_g1	brown
TRINITY_DN46963_c0_g1	turquoise
TRINITY_DN163002_c0_g1	grey
TRINITY_DN2607_c3_g1	brown
TRINITY_DN133386_c0_g1	blue
TRINITY_DN41566_c0_g1	yellow
TRINITY_DN22_c4_g1	brown
TRINITY_DN45255_c0_g1	turquoise
TRINITY_DN440_c0_g2	red
TRINITY_DN5397_c2_g1	grey
TRINITY_DN8017_c4_g1	turquoise
TRINITY_DN41280_c0_g1	grey
TRINITY_DN17160_c0_g1	red
TRINITY_DN16206_c0_g1	blue
TRINITY_DN9459_c1_g1	blue
TRINITY_DN47939_c0_g1	brown
TRINITY_DN82137_c0_g2	brown
TRINITY_DN16808_c10_g1	brown
TRINITY_DN96887_c0_g1	brown
TRINITY_DN2639_c4_g1	brown
TRINITY_DN8636_c0_g1	red
TRINITY_DN18705_c0_g1	blue
TRINITY_DN8639_c0_g1	turquoise
TRINITY_DN13832_c0_g1	brown
TRINITY_DN8429_c0_g1	red
TRINITY_DN442_c4_g1	red
TRINITY_DN3782_c0_g1	brown
TRINITY_DN1171_c0_g3	turquoise
TRINITY_DN7596_c0_g1	grey
TRINITY_DN401_c3_g1	turquoise
TRINITY_DN11346_c1_g1	blue
TRINITY_DN6414_c2_g1	brown
TRINITY_DN1899_c2_g1	brown
TRINITY_DN31_c0_g1	turquoise
TRINITY_DN5712_c1_g1	yellow
TRINITY_DN3962_c17_g1	red
TRINITY_DN52992_c0_g1	brown
TRINITY_DN22525_c1_g1	yellow
TRINITY_DN29946_c0_g1	turquoise
TRINITY_DN60722_c0_g1	blue
TRINITY_DN14347_c0_g1	brown
TRINITY_DN37302_c0_g1	brown
TRINITY_DN149227_c0_g1	brown
TRINITY_DN3889_c0_g2	grey
TRINITY_DN7332_c0_g1	brown
TRINITY_DN843_c1_g1	brown
TRINITY_DN105524_c0_g1	blue
TRINITY_DN185519_c0_g1	turquoise
TRINITY_DN4186_c0_g1	red
TRINITY_DN62953_c0_g1	turquoise
TRINITY_DN262686_c0_g1	blue
TRINITY_DN46661_c1_g2	brown
TRINITY_DN1198_c0_g3	brown
TRINITY_DN19805_c0_g2	brown
TRINITY_DN844_c3_g1	brown
TRINITY_DN2639_c0_g1	brown
TRINITY_DN10975_c0_g2	blue
TRINITY_DN3266_c0_g1	brown
TRINITY_DN152128_c0_g1	yellow
TRINITY_DN25623_c0_g1	blue
TRINITY_DN72761_c0_g2	turquoise
TRINITY_DN2380_c5_g1	brown
TRINITY_DN3367_c0_g1	grey
TRINITY_DN71958_c0_g1	turquoise
TRINITY_DN18234_c0_g1	brown
TRINITY_DN180_c4_g1	brown
TRINITY_DN73305_c2_g1	brown
TRINITY_DN151828_c0_g1	blue
TRINITY_DN5149_c0_g3	brown
TRINITY_DN3435_c1_g1	yellow
TRINITY_DN621_c0_g2	red
TRINITY_DN57976_c1_g1	brown
TRINITY_DN12025_c0_g1	red
TRINITY_DN39112_c0_g2	brown
TRINITY_DN43707_c1_g2	turquoise
TRINITY_DN6508_c0_g2	brown
TRINITY_DN8398_c1_g1	blue
TRINITY_DN67660_c0_g1	green
TRINITY_DN33478_c0_g1	blue
TRINITY_DN63169_c0_g3	brown
TRINITY_DN2168_c2_g1	blue
TRINITY_DN54706_c0_g1	brown
TRINITY_DN6915_c3_g1	blue
TRINITY_DN3275_c0_g2	blue
TRINITY_DN2225_c1_g1	brown
TRINITY_DN20835_c0_g1	blue
TRINITY_DN29033_c0_g1	turquoise
TRINITY_DN14400_c0_g1	brown
TRINITY_DN11453_c0_g1	red
TRINITY_DN125093_c0_g1	brown
TRINITY_DN99105_c2_g1	blue
TRINITY_DN2012_c2_g1	turquoise
TRINITY_DN175_c6_g1	blue
TRINITY_DN109295_c0_g1	turquoise
TRINITY_DN52780_c0_g1	turquoise
TRINITY_DN57920_c0_g2	turquoise
TRINITY_DN6974_c0_g2	blue
TRINITY_DN10246_c0_g1	blue
TRINITY_DN1372_c2_g1	red
TRINITY_DN607_c0_g3	red
TRINITY_DN785_c1_g1	brown
TRINITY_DN150709_c0_g1	brown
TRINITY_DN24375_c0_g1	blue
TRINITY_DN9106_c0_g1	turquoise
TRINITY_DN12325_c1_g1	brown
TRINITY_DN151959_c0_g1	blue
TRINITY_DN24839_c0_g1	turquoise
TRINITY_DN26426_c0_g1	brown
TRINITY_DN55979_c0_g1	brown
TRINITY_DN15491_c1_g1	brown
TRINITY_DN106555_c0_g1	brown
TRINITY_DN58550_c0_g1	blue
TRINITY_DN471_c3_g2	turquoise
TRINITY_DN2667_c0_g1	turquoise
TRINITY_DN3326_c4_g1	brown
TRINITY_DN4697_c1_g1	turquoise
TRINITY_DN24277_c0_g1	brown
TRINITY_DN4907_c0_g2	yellow
TRINITY_DN77877_c0_g1	blue
TRINITY_DN196911_c0_g1	grey
TRINITY_DN38962_c2_g1	green
TRINITY_DN35071_c0_g1	grey
TRINITY_DN2120_c74_g1	red
TRINITY_DN294_c28_g1	turquoise
TRINITY_DN188485_c0_g1	turquoise
TRINITY_DN19713_c0_g2	brown
TRINITY_DN62067_c1_g1	turquoise
TRINITY_DN4342_c0_g1	brown
TRINITY_DN115932_c1_g1	red
TRINITY_DN48633_c0_g1	green
TRINITY_DN26842_c0_g1	brown
TRINITY_DN174937_c3_g1	brown
TRINITY_DN147440_c0_g1	blue
TRINITY_DN61526_c0_g1	brown
TRINITY_DN50657_c1_g1	blue
TRINITY_DN23089_c0_g1	brown
TRINITY_DN56674_c1_g1	brown
TRINITY_DN29278_c2_g4	brown
TRINITY_DN75830_c0_g1	brown
TRINITY_DN49123_c0_g1	turquoise
TRINITY_DN1052_c0_g1	turquoise
TRINITY_DN22849_c2_g1	blue
TRINITY_DN113947_c1_g1	brown
TRINITY_DN117509_c0_g1	red
TRINITY_DN34143_c1_g1	blue
TRINITY_DN22590_c0_g2	brown
TRINITY_DN152124_c0_g1	brown
TRINITY_DN189329_c0_g1	turquoise
TRINITY_DN59447_c0_g2	blue
TRINITY_DN8650_c0_g1	blue
TRINITY_DN49065_c0_g1	blue
TRINITY_DN27852_c2_g1	yellow
TRINITY_DN71407_c1_g1	brown
TRINITY_DN84574_c0_g1	brown
TRINITY_DN8324_c0_g1	turquoise
TRINITY_DN65115_c0_g1	red
TRINITY_DN47237_c0_g1	brown
TRINITY_DN33619_c0_g1	blue
TRINITY_DN31693_c0_g1	turquoise
TRINITY_DN91363_c0_g1	turquoise
TRINITY_DN28945_c3_g3	brown
TRINITY_DN14067_c0_g1	blue
TRINITY_DN191531_c1_g1	blue
TRINITY_DN9623_c0_g1	grey
TRINITY_DN898_c2_g1	blue
TRINITY_DN8581_c0_g1	blue
TRINITY_DN26136_c0_g1	turquoise
TRINITY_DN119143_c0_g1	turquoise
TRINITY_DN2319_c0_g1	red
TRINITY_DN54986_c0_g2	turquoise
TRINITY_DN28760_c0_g1	brown
TRINITY_DN45595_c0_g1	blue
TRINITY_DN3442_c2_g1	red
TRINITY_DN161285_c0_g1	green
TRINITY_DN34170_c0_g1	turquoise
TRINITY_DN94907_c0_g1	turquoise
TRINITY_DN51880_c0_g1	blue
TRINITY_DN62444_c1_g1	blue
TRINITY_DN33414_c0_g3	brown
TRINITY_DN33539_c4_g1	blue
TRINITY_DN79717_c0_g1	turquoise
TRINITY_DN57844_c2_g1	grey
TRINITY_DN16776_c0_g1	brown
TRINITY_DN55310_c0_g1	turquoise
TRINITY_DN229848_c0_g1	turquoise
TRINITY_DN51005_c0_g1	red
TRINITY_DN89271_c0_g1	turquoise
TRINITY_DN83089_c3_g1	blue
TRINITY_DN59258_c1_g1	blue
TRINITY_DN33823_c0_g2	blue
TRINITY_DN25266_c0_g1	red
TRINITY_DN14373_c1_g1	brown
TRINITY_DN26654_c0_g1	red
TRINITY_DN131718_c1_g1	turquoise
TRINITY_DN137662_c1_g1	red
TRINITY_DN203472_c0_g1	turquoise
TRINITY_DN12325_c0_g2	brown
TRINITY_DN65796_c0_g3	brown
TRINITY_DN14541_c0_g1	brown
TRINITY_DN108102_c1_g1	turquoise
TRINITY_DN41143_c1_g1	blue
TRINITY_DN5830_c0_g1	red
TRINITY_DN146091_c0_g1	red
TRINITY_DN15379_c1_g2	grey
TRINITY_DN83089_c1_g1	turquoise
TRINITY_DN6714_c6_g1	blue
TRINITY_DN35295_c0_g2	blue
TRINITY_DN23506_c0_g1	blue
TRINITY_DN91124_c0_g1	turquoise
TRINITY_DN3170_c0_g1	brown
TRINITY_DN132145_c0_g1	brown
TRINITY_DN186633_c0_g1	blue
TRINITY_DN7354_c0_g1	red
TRINITY_DN26845_c0_g3	brown
TRINITY_DN37003_c0_g1	turquoise
TRINITY_DN2591_c3_g1	red
TRINITY_DN19146_c0_g1	turquoise
TRINITY_DN145235_c1_g1	blue
TRINITY_DN88472_c0_g1	grey
TRINITY_DN15113_c0_g1	blue
TRINITY_DN174964_c0_g1	red
TRINITY_DN62067_c0_g1	brown
TRINITY_DN20628_c0_g1	green
TRINITY_DN4301_c0_g3	turquoise
TRINITY_DN1582_c2_g2	blue
TRINITY_DN49946_c0_g1	brown
TRINITY_DN35129_c0_g3	brown
TRINITY_DN4796_c0_g2	brown
TRINITY_DN4708_c0_g2	yellow
TRINITY_DN10616_c0_g1	brown
TRINITY_DN145336_c0_g1	red
TRINITY_DN89_c1_g1	brown
TRINITY_DN202588_c0_g4	blue
TRINITY_DN17517_c1_g3	turquoise
TRINITY_DN34_c57_g1	blue
TRINITY_DN20789_c0_g1	turquoise
TRINITY_DN16605_c0_g1	blue
TRINITY_DN16019_c3_g1	blue
TRINITY_DN4960_c0_g1	red
TRINITY_DN24684_c0_g2	blue
TRINITY_DN6218_c13_g1	blue
TRINITY_DN15627_c0_g1	red
TRINITY_DN84493_c0_g1	brown
TRINITY_DN131581_c1_g1	grey
TRINITY_DN93683_c0_g1	brown
TRINITY_DN123213_c0_g1	turquoise
TRINITY_DN182181_c0_g1	brown
TRINITY_DN37470_c1_g1	brown
TRINITY_DN151853_c0_g1	blue
TRINITY_DN23433_c0_g3	brown
TRINITY_DN51798_c0_g1	blue
TRINITY_DN142111_c1_g1	grey
TRINITY_DN18521_c0_g1	blue
TRINITY_DN190390_c0_g1	blue
TRINITY_DN78330_c0_g2	blue
TRINITY_DN39408_c0_g1	grey
TRINITY_DN6909_c10_g1	turquoise
TRINITY_DN1460_c1_g2	blue
TRINITY_DN150844_c0_g2	brown
TRINITY_DN1435_c0_g3	blue
TRINITY_DN6747_c0_g2	blue
TRINITY_DN4076_c1_g1	turquoise
TRINITY_DN117169_c0_g1	turquoise
TRINITY_DN8563_c0_g1	brown
TRINITY_DN25744_c1_g1	green
TRINITY_DN30524_c0_g2	grey
TRINITY_DN25875_c0_g1	blue
TRINITY_DN98250_c0_g1	brown
TRINITY_DN2012_c11_g2	turquoise
TRINITY_DN63987_c1_g1	blue
TRINITY_DN144630_c0_g1	turquoise
TRINITY_DN12335_c0_g1	brown
TRINITY_DN41482_c1_g1	turquoise
TRINITY_DN10874_c2_g1	turquoise
TRINITY_DN64675_c0_g1	brown
TRINITY_DN4081_c0_g1	brown
TRINITY_DN62_c0_g1	blue
TRINITY_DN26252_c0_g1	red
TRINITY_DN55290_c0_g1	grey
TRINITY_DN32292_c0_g1	brown
TRINITY_DN4981_c0_g2	brown
TRINITY_DN168524_c0_g1	turquoise
TRINITY_DN109202_c0_g1	blue
TRINITY_DN4312_c2_g1	yellow
TRINITY_DN8017_c3_g2	brown
TRINITY_DN17863_c1_g1	brown
TRINITY_DN28480_c0_g2	turquoise
TRINITY_DN90162_c0_g1	brown
TRINITY_DN6397_c0_g1	blue
TRINITY_DN1370_c9_g1	brown
TRINITY_DN18099_c4_g1	turquoise
TRINITY_DN33451_c0_g2	brown
TRINITY_DN69469_c0_g1	brown
TRINITY_DN672_c3_g1	brown
TRINITY_DN6305_c0_g1	blue
TRINITY_DN127214_c0_g1	brown
TRINITY_DN32205_c1_g1	turquoise
TRINITY_DN12655_c1_g1	red
TRINITY_DN111854_c0_g1	blue
TRINITY_DN141783_c0_g1	brown
TRINITY_DN133010_c0_g1	brown
TRINITY_DN3785_c5_g2	grey
TRINITY_DN12592_c1_g1	blue
TRINITY_DN70779_c0_g1	turquoise
TRINITY_DN45085_c0_g1	brown
TRINITY_DN34688_c0_g1	blue
TRINITY_DN87323_c0_g1	blue
TRINITY_DN4189_c1_g1	blue
TRINITY_DN28937_c0_g1	turquoise
TRINITY_DN1607_c1_g1	grey
TRINITY_DN8489_c0_g1	brown
TRINITY_DN184852_c0_g1	turquoise
TRINITY_DN224633_c0_g1	blue
TRINITY_DN52172_c0_g1	turquoise
TRINITY_DN136616_c0_g1	yellow
TRINITY_DN3884_c0_g1	brown
TRINITY_DN43452_c1_g1	blue
TRINITY_DN135580_c1_g1	turquoise
TRINITY_DN153033_c0_g1	grey
TRINITY_DN146704_c0_g1	turquoise
TRINITY_DN196480_c0_g1	brown
TRINITY_DN178950_c0_g1	blue
TRINITY_DN121251_c0_g1	blue
TRINITY_DN204659_c1_g1	grey
TRINITY_DN75152_c0_g2	brown
TRINITY_DN5947_c3_g1	turquoise
TRINITY_DN12523_c0_g2	blue
TRINITY_DN2671_c3_g2	turquoise
TRINITY_DN107098_c0_g1	brown
TRINITY_DN224231_c0_g1	turquoise
TRINITY_DN112968_c0_g1	brown
TRINITY_DN294_c1_g1	blue
TRINITY_DN58998_c0_g1	blue
TRINITY_DN50505_c1_g1	blue
TRINITY_DN45371_c0_g2	blue
TRINITY_DN41669_c0_g1	turquoise
TRINITY_DN148431_c0_g1	turquoise
TRINITY_DN125698_c0_g1	brown
TRINITY_DN42719_c0_g1	turquoise
TRINITY_DN5636_c27_g1	brown
TRINITY_DN30236_c0_g1	brown
TRINITY_DN92288_c0_g1	brown
TRINITY_DN50093_c0_g1	blue
TRINITY_DN195424_c1_g1	turquoise
TRINITY_DN78478_c1_g2	blue
TRINITY_DN26994_c0_g1	blue
TRINITY_DN26070_c0_g1	turquoise
TRINITY_DN11961_c1_g1	blue
TRINITY_DN14929_c0_g1	blue
TRINITY_DN42384_c2_g1	brown
TRINITY_DN5627_c1_g1	blue
TRINITY_DN43865_c3_g1	blue
TRINITY_DN4517_c3_g4	turquoise
TRINITY_DN1154_c0_g2	grey
TRINITY_DN11666_c0_g1	blue
TRINITY_DN472_c0_g1	turquoise
TRINITY_DN119969_c4_g1	turquoise
TRINITY_DN11953_c0_g1	grey
TRINITY_DN4697_c0_g1	blue
TRINITY_DN462_c15_g1	grey
TRINITY_DN5528_c23_g1	turquoise
TRINITY_DN88226_c0_g1	grey
TRINITY_DN190011_c0_g1	turquoise
TRINITY_DN44243_c1_g1	blue
TRINITY_DN40526_c0_g1	brown
TRINITY_DN3912_c1_g2	turquoise
TRINITY_DN35668_c0_g1	red
TRINITY_DN18429_c0_g1	turquoise
TRINITY_DN110994_c0_g2	brown
TRINITY_DN32978_c3_g1	grey
TRINITY_DN13955_c2_g1	turquoise
TRINITY_DN21858_c0_g1	blue
TRINITY_DN65224_c0_g1	turquoise
TRINITY_DN30772_c0_g1	grey
TRINITY_DN23623_c0_g2	grey
TRINITY_DN114555_c0_g1	brown
TRINITY_DN3229_c0_g1	brown
TRINITY_DN3252_c0_g1	blue
TRINITY_DN78658_c0_g1	brown
TRINITY_DN11700_c0_g1	red
TRINITY_DN53206_c1_g1	red
TRINITY_DN7481_c0_g1	grey
TRINITY_DN22446_c1_g1	grey
TRINITY_DN787_c0_g1	brown
TRINITY_DN187578_c0_g1	brown
TRINITY_DN44576_c0_g1	yellow
TRINITY_DN120521_c0_g1	blue
TRINITY_DN30459_c0_g3	turquoise
TRINITY_DN39030_c0_g1	blue
TRINITY_DN541_c2_g1	turquoise
TRINITY_DN37962_c1_g1	blue
TRINITY_DN9612_c0_g1	turquoise
TRINITY_DN6616_c0_g1	green
TRINITY_DN97950_c0_g2	grey
TRINITY_DN2680_c3_g1	brown
TRINITY_DN29404_c1_g1	turquoise
TRINITY_DN97383_c0_g1	blue
TRINITY_DN71837_c0_g2	blue
TRINITY_DN1007_c4_g1	blue
TRINITY_DN301_c7_g1	brown
TRINITY_DN22175_c0_g1	brown
TRINITY_DN55081_c2_g1	grey
TRINITY_DN62292_c0_g1	turquoise
TRINITY_DN22265_c1_g1	blue
TRINITY_DN10697_c0_g1	turquoise
TRINITY_DN30062_c0_g1	turquoise
TRINITY_DN15944_c0_g1	blue
TRINITY_DN2302_c0_g1	yellow
TRINITY_DN58872_c0_g1	blue
TRINITY_DN69737_c1_g3	brown
TRINITY_DN7137_c0_g1	yellow
TRINITY_DN41011_c0_g1	red
TRINITY_DN1130_c4_g1	brown
TRINITY_DN45829_c0_g1	turquoise
TRINITY_DN18560_c0_g1	brown
TRINITY_DN114193_c0_g4	grey
TRINITY_DN14841_c3_g1	blue
TRINITY_DN66414_c0_g1	green
TRINITY_DN3971_c1_g1	red
TRINITY_DN36454_c2_g1	blue
TRINITY_DN4058_c4_g1	green
TRINITY_DN69581_c0_g1	turquoise
TRINITY_DN7849_c6_g1	grey
TRINITY_DN7943_c0_g1	brown
TRINITY_DN123894_c0_g1	brown
TRINITY_DN113408_c0_g1	turquoise
TRINITY_DN73334_c2_g1	turquoise
TRINITY_DN3562_c1_g2	grey
TRINITY_DN89668_c0_g1	blue
TRINITY_DN52870_c0_g2	turquoise
TRINITY_DN2244_c1_g1	yellow
TRINITY_DN21522_c2_g1	grey
TRINITY_DN51018_c0_g1	blue
TRINITY_DN35381_c0_g1	green
TRINITY_DN9067_c2_g1	brown
TRINITY_DN39349_c0_g1	grey
TRINITY_DN127782_c0_g1	brown
TRINITY_DN67468_c0_g1	red
TRINITY_DN118512_c0_g1	turquoise
TRINITY_DN2012_c11_g1	brown
TRINITY_DN3482_c0_g2	turquoise
TRINITY_DN63169_c0_g4	brown
TRINITY_DN90722_c0_g1	green
TRINITY_DN123747_c0_g1	brown
TRINITY_DN44640_c0_g1	blue
TRINITY_DN24698_c2_g1	turquoise
TRINITY_DN48473_c0_g1	red
TRINITY_DN43865_c1_g1	turquoise
TRINITY_DN13813_c0_g3	grey
TRINITY_DN64396_c2_g1	brown
TRINITY_DN3128_c0_g1	turquoise
TRINITY_DN24583_c0_g1	brown
TRINITY_DN63640_c0_g1	brown
TRINITY_DN50531_c0_g1	turquoise
TRINITY_DN181533_c0_g1	green
TRINITY_DN41198_c1_g1	brown
TRINITY_DN4287_c0_g1	blue
TRINITY_DN96728_c0_g1	turquoise
TRINITY_DN13648_c1_g1	brown
TRINITY_DN138982_c0_g1	brown
TRINITY_DN2168_c16_g1	brown
TRINITY_DN671_c0_g2	turquoise
TRINITY_DN137796_c1_g1	turquoise
TRINITY_DN28155_c2_g1	turquoise
TRINITY_DN375_c3_g1	blue
TRINITY_DN162235_c0_g1	grey
TRINITY_DN47401_c0_g1	blue
TRINITY_DN3797_c2_g1	turquoise
TRINITY_DN1783_c3_g1	green
TRINITY_DN24619_c0_g1	brown
TRINITY_DN71707_c1_g1	turquoise
TRINITY_DN125222_c1_g2	brown
TRINITY_DN167520_c0_g1	brown
TRINITY_DN46315_c0_g1	blue
TRINITY_DN400_c0_g1	turquoise
TRINITY_DN126462_c0_g2	turquoise
TRINITY_DN179406_c1_g1	turquoise
TRINITY_DN12760_c1_g1	turquoise
TRINITY_DN31602_c2_g1	brown
TRINITY_DN30822_c0_g1	red
TRINITY_DN106254_c0_g1	brown
TRINITY_DN6734_c7_g1	blue
TRINITY_DN13646_c4_g1	turquoise
TRINITY_DN18092_c0_g3	red
TRINITY_DN14122_c0_g1	blue
TRINITY_DN19410_c0_g1	blue
TRINITY_DN305319_c0_g1	brown
TRINITY_DN122690_c3_g1	blue
TRINITY_DN2782_c0_g1	brown
TRINITY_DN2171_c7_g2	turquoise
TRINITY_DN25410_c0_g1	blue
TRINITY_DN19079_c3_g2	blue
TRINITY_DN90819_c0_g1	turquoise
TRINITY_DN106702_c0_g1	brown
TRINITY_DN136606_c0_g1	turquoise
TRINITY_DN29202_c2_g1	brown
TRINITY_DN189182_c0_g2	turquoise
TRINITY_DN35946_c1_g1	blue
TRINITY_DN5056_c0_g1	blue
TRINITY_DN58770_c2_g1	turquoise
TRINITY_DN128217_c0_g1	blue
TRINITY_DN30788_c1_g1	blue
TRINITY_DN27792_c0_g2	turquoise
TRINITY_DN3737_c3_g1	turquoise
